drug,condition,rating,side_effects,helped,sentiment
Belsomra,Insomnia,3,"['restlessness', 'agitation', 'nocturnal awakenings', 'shallow sleep', 'non-restorative sleep', 'excessive daytime somnolence']",False,negative
Cymbalta,Depression,1,"['insomnia', 'depression', 'suicidal ideation', 'withdrawal symptoms']",False,negative
Adipex-P,Weight Loss,10,"['dry mouth', 'insomnia', 'constipation', 'stomach cramps']",True,positive
Clonazepam,Anxiety,9,[],True,positive
Adalimumab,Crohn's Disease,10,['drug induced hepatitis'],True,positive
Naratriptan,Migraine,10,[],True,positive
Gabapentin,Pain,8,"['stomach upset', 'drowsiness']",True,positive
Plan B,Emergency Contraception,10,"['headaches', 'light bleeding']",True,positive
Emtricitabine / rilpivirine / tenofovir,HIV Infection,10,[],True,positive
Nexplanon,Birth Control,7,"['headaches', 'mood swings', 'emotional instability']",True,positive
Acetaminophen / hydrocodone,Pain,8,[],True,positive
Cephalexin,Otitis Media,8,[],True,positive
Adderall,ADHD,8,"['high blood pressure', 'low libido', 'binge eating', 'mood changes', 'irritability']",True,mixed
Thorazine,Psychosis,1,"['confusion', 'sedation', 'zombie-like effect']",False,negative
Nexplanon,Birth Control,10,[],True,positive
Cefdinir,Otitis Media,1,['severe hives'],False,negative
Escitalopram,Anxiety,9,"['night sweats', 'fatigue', 'increased anxiety']",True,positive
Endocet,Pain,5,[],True,positive
Lyrica,Neuropathic Pain,7,"['elbow pain', 'arm pain', 'arm inflammation', 'reduced arm mobility', 'confusion about time/disorientation']",True,mixed
Vyvanse,ADHD,8,[],True,mixed
Minocycline,Acne,6,['itching'],,negative
Phentermine / topiramate,Weight Loss,9,"['tingling in hands', 'tingling in feet', 'altered taste (carbonated beverages taste flat)', 'taste changes']",True,positive
Acetaminophen / hydrocodone,Pain,10,[],True,positive
Nexplanon,Birth Control,6,"['weight gain', 'nausea', 'dehydration', 'feeling off']",True,mixed
Uricalm,Dysuria,10,[],True,positive
Oxymorphone,Pain,10,[],True,positive
Diethylpropion,Obesity,10,['severe headaches'],True,positive
Levonorgestrel,Birth Control,5,"['severe cramping during insertion', 'eye watering', 'shooting pains', 'left-sided pain', 'random spotting', 'random PMS symptoms', 'cramping', 'string-related discomfort']",True,mixed
Tadalafil,Erectile Dysfunction,8,[],True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,7,"['weight gain', 'acne', 'heavy periods']",True,mixed
Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,10,[],True,positive
Fluconazole,Vaginal Yeast Infection,1,[],False,negative
Levonorgestrel,Birth Control,9,"['spotting', 'prolonged menstrual bleeding', 'breast tenderness', 'light cramping', 'nocturia', 'feeling wired']",True,positive
Bupropion,Depression,1,"['irritability', 'aggression', 'anxiety', 'mood disturbance']",False,negative
Adalimumab,Psoriasis,10,[],True,positive
Tramadol,Back Pain,1,"['cold-like symptoms', 'sweating', 'insomnia', 'restless leg syndrome', 'depressed mood', 'leg pain']",True,negative
Nexplanon,Birth Control,9,"['bruising', 'amenorrhea']",True,positive
Anoro Ellipta,COPD,10,[],True,positive
Paroxetine,Panic Disorde,4,"['mood swings', 'nervousness']",,mixed
Tamsulosin,Benign Prostatic Hyperplasia,8,"['persistent cough', 'decreased ejaculate volume']",,negative
Viagra,Erectile Dysfunction,10,[],True,positive
Doxycycline,Pneumonia,1,"['nausea', 'vomiting']",False,negative
Sertraline,Depression,2,"['acne', 'depression', 'social withdrawal']",False,negative
Duac,Acne,10,[],True,positive
Mirena,Birth Control,4,"['uterine perforation', 'device displacement']",,negative
Lo Loestrin Fe,Birth Control,9,['black vaginal discharge'],True,positive
Amphetamine / dextroamphetamine,ADHD,10,[],True,positive
Aripiprazole,Depression,2,"['anxiety', 'restlessness', 'inability to sit still']",False,negative
Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,8,['nausea'],True,positive
Dulcolax,Constipation,6,"['cramping', 'diarrhea', 'nausea', 'vomiting', 'gastric reflux', 'dry heaving', 'gas', 'bloating']",True,negative
Metronidazole,Dental Abscess,4,"['awful taste', 'excessive thirst', 'taste aversion to liquids']",,negative
Cyclosporine,Keratoconjunctivitis Sicca,1,[],False,negative
Ciprofloxacin,Diverticulitis,8,['dysgeusia'],True,mixed
Pristiq,Major Depressive Disorde,7,"['nausea', 'loss of balance', 'fatigue', 'sexual dysfunction', 'weight gain', 'poor short-term memory']",True,positive
Ocular lubricant,Eye Redness,9,['stinging'],True,positive
Tri-Sprintec,Birth Control,1,"['acne worsened', 'weight gain', 'increased menstrual cramps', 'emotional instability', 'breast pain', 'decreased libido', 'abnormal spotting', 'irregular menstrual cycle']",False,negative
Oxymorphone,Pain,10,"['cognitive impairment (forgetfulness)', 'respiratory depression']",True,positive
Toradol,Pain,10,[],True,positive
Intuniv,ADHD,2,"['sleepiness', 'nausea', 'nocturnal awakening with crying']",False,negative
Sarna Sensitive,Pruritus,10,[],True,positive
Mirena,Birth Control,9,"['insertion pain', 'spotting', 'hormonal acne', 'cystic acne', 'weight gain']",True,positive
Minoxidil,Alopecia,10,[],True,positive
Etonogestrel,Birth Control,3,"['constant bleeding', 'weight gain', 'mood changes', 'laziness', 'bloating']",False,negative
Tacrolimus,"Organ Transplant, Rejection Prophylaxis",10,[],True,positive
Exenatide,"Diabetes, Type 2",2,"['hyperglycemia (spiking sugars around 300)', 'elevated fasting blood glucose (180-200)', 'increased appetite', 'hypoglycemic symptoms (hunger, tremors, diaphoresis, vision disturbances)', 'weight gain', 'social withdrawal', 'reduced exercise tolerance', 'anxiety about driving']",False,negative
Relistor,"Constipation, Drug Induced",10,['slight cramping'],True,positive
Phentermine,Weight Loss,10,"['dry mouth', 'paresthesia (tingly head)']",True,positive
Mirena,Birth Control,7,"['spotting', 'PMS symptoms', 'ovarian cysts', 'pain from ovarian cysts']",True,positive
Reclipsen,Birth Control,9,"['mood changes', 'heavy menstrual bleeding', 'urinary tract infections']",True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,4,"['weight gain', 'abdominal pain', 'menstruation pain']",True,mixed
Promethazine,Nausea/Vomiting,10,[],True,positive
Suprep Bowel Prep Kit,Bowel Preparation,7,"['bloating', 'nausea']",True,positive
Brisdelle,Hot Flashes,8,[],True,positive
Norco,Pain,9,[],,neutral
Nexplanon,Birth Control,3,"['amenorrhea', 'depression', 'anxiety', 'emotional instability', 'weight gain']",False,negative
